Agency,Date Added,Project,Name_of_Lo,Street_Num,Address,City,Zipcode,County,Target_Aud,Agency_name,lon,lat,loctype,search_add,CD114FP
3,1/1/2018,Elem,Campbell ES,91,Elder St,Fairburn,30213,Fulton,k-5,HealthMPowers,-84.57478,33.57289,rooftop,"91 Elder St,Fairburn,GA,30213",13
3,1/1/2018,Elem,Hawthrone,10750,English Rd,Hampton,30228,Clayton,K-5,HealthMPowers,-84.36616,33.46178,rooftop,"10750 English Rd,Hampton,GA,30228",13
3,1/1/2018,Child Care,Deborah Quinntella Bolden,713,Erin Drive,Stockbridge,30281,Henry,5 yrs >,HealthMPowers,-84.17768,33.5686,rooftop,"713 Erin Drive,Stockbridge,GA,30281",13
3,1/1/2018,Elem,Kemp ES,10990,Folsom Rd,Hampton,30228,Clayton,5-Mar,HealthMPowers,-84.35732,33.45555,rooftop,"10990 Folsom Rd,Hampton,GA,30228",13
3,1/1/2018,after school,Matthews Club,785,Fontaine Rd. SW,Mableton,30126,Cobb County,18-May,HealthMPowers,-84.57635,33.82123,rooftop,"785 Fontaine Rd. SW,Mableton,GA,30126",13
3,1/1/2018,Elem,Pleasant Grove,150,Reagan Rd,Stockbridge,30281,Henry,K-5,HealthMPowers,-84.13941,33.55018,rooftop,"150 Reagan Rd,Stockbridge,GA,30281",13
3,1/1/2018,Elem,Riverdale,6253,Garden Walk Blvd,Riverdale,30274,Clayton,K-5,HealthMPowers,-84.39295,33.58466,rooftop,"6253 Garden Walk Blvd,Riverdale,GA,30274",13
3,1/1/2018,Elem,River’s Edge,205,North Bridge Rd,Fayetteville,30215,Clayton,K-5,HealthMPowers,-84.38964,33.42046,rooftop,"205 North Bridge Rd,Fayetteville,GA,30215",13
3,1/1/2018,after school,Douglas County Club,8828,Gurly Rd,Douglasville,30134,Douglas County,18-May,HealthMPowers,-84.77216,33.74142,range_interpolated,"8828 Gurly Rd,Douglasville,GA,30134",13
3,1/1/2018,Child Care,Amodestri Childcare & Academy,11782,Hastings Bridge Rd.,Hampton,30228,Henry,5 yrs >,HealthMPowers,-84.30907,33.43422,range_interpolated,"11782 Hastings Bridge Rd.,Hampton,GA,30228",13
3,1/1/2018,Elem,Arnold,216,Stockbridge Rd,Jonesboro,30236,Clayton,K-5,HealthMPowers,-84.34789,33.52424,rooftop,"216 Stockbridge Rd,Jonesboro,GA,30236",13
3,1/1/2018,Child Care,Inspiring Scholars Academy,7425,Hwy 78,Winston,30187,Douglas,5 yrs >,HealthMPowers,-84.81755,33.72913,rooftop,"7425 Hwy 78,Winston,GA,30187",13
3,1/1/2018,Middle School,Kendrick Middle School,7971,Kendrick Rd,Jonesboro,30238,Clayton,8-Jun,HealthMPowers,-84.38759,33.53662,rooftop,"7971 Kendrick Rd,Jonesboro,GA,30238",13
3,1/1/2018,Elem,Suder,1400,Lake Jodeco Rd,Jonesboro,30236,Clayton,K-5,HealthMPowers,-84.34562,33.51508,rooftop,"1400 Lake Jodeco Rd,Jonesboro,GA,30236",13
3,1/1/2018,Elem,Lake Ridge,7900,Lake Ridge Cir,Riverdale,30296,Clayton,K-5,HealthMPowers,-84.4322,33.53949,rooftop,"7900 Lake Ridge Cir,Riverdale,GA,30296",13
3,1/1/2018,Elem,Lee Street,178,Lee St,Jonesboro,30236,Clayton,K-5,HealthMPowers,-84.35627,33.5242,rooftop,"178 Lee St,Jonesboro,GA,30236",13
3,1/1/2018,Child Care,Douglas County Head Start (Ninth District),3833,Longview Drive,Douglasville,30135,Douglas,5 yrs >,HealthMPowers,-84.70141,33.74416,rooftop,"3833 Longview Drive,Douglasville,GA,30135",13
3,1/1/2018,Middle School,Lovejoy Middle School,1588,Lovejoy Rd,Hampton,30228,Clayton,8-Jun,HealthMPowers,-84.34031,33.44285,rooftop,"1588 Lovejoy Rd,Hampton,GA,30228",13
3,1/1/2018,Middle School,Riverdale Middle School,400,400 Roberts Dr,Riverdale,30274,Clayton,8-Jun,HealthMPowers,-84.40705,33.56321,,"400 Roberts Dr,Riverdale,GA,30274",13
3,1/1/2018,Elem,Kemp Primary,1090,McDonough Rd,Hampton,30228,Clayton,K-2,HealthMPowers,-84.35707,33.45385,rooftop,"1090 McDonough Rd,Hampton,GA,30228",13
3,1/1/2018,Elem,James Jackson ES,7711,Mount Zion Blvd.,Jonesboro,30236,Clayton,K-5,HealthMPowers,-84.34083,33.54586,rooftop,"7711 Mount Zion Blvd.,Jonesboro,GA,30236",13
3,1/1/2018,Elem,Tara,937,Mount Zion Rd,Morrow,30260,Clayton,K-5,HealthMPowers,-84.36021,33.57169,rooftop,"937 Mount Zion Rd,Morrow,GA,30260",13
3,1/1/2018,Elem,Swint,500,Highway 138 SE,Jonesboro,30238,Clayton,K-5,HealthMPowers,-84.37543,33.53493,rooftop,"500 Highway 138 SE,Jonesboro,GA,30238",13
3,1/1/2018,Middle School,Mundy's Mill Middle School,1251,Mundys Mill Rd,Jonesboro,30238,Clayton,8-Jun,HealthMPowers,-84.35116,33.48671,rooftop,"1251 Mundys Mill Rd,Jonesboro,GA,30238",13
3,1/1/2018,Elem,Callaway,120,Oriole Dr,Jonesboro,30238,Clayton,K-5,HealthMPowers,-84.39388,33.53693,rooftop,"120 Oriole Dr,Jonesboro,GA,30238",13
3,1/1/2018,Elem,Eddie White Academy,11808,Panhandle Rd,Hampton,30228,Clayton,K-5,HealthMPowers,-84.36112,33.43002,rooftop,"11808 Panhandle Rd,Hampton,GA,30228",13
3,1/1/2018,Child Care,Lenora Respert FDCH,855,Wagon Wheel Circle,Fayetteville,30214,Henry,5 yrs >,HealthMPowers,-84.48001,33.52865,rooftop,"855 Wagon Wheel Circle,Fayetteville,GA,30214",13
3,1/1/2018,Child Care,Inspiring Scholars Academy,2345,Pope Road,Douglasville,30135,Douglas,5 yrs >,HealthMPowers,-84.69625,33.74427,rooftop,"2345 Pope Road,Douglasville,GA,30135",13
3,1/1/2018,Elem,Brown ES,9771,Poston Rd,Jonesboro,30238,Clayton,K-5,HealthMPowers,-84.36396,33.49473,rooftop,"9771 Poston Rd,Jonesboro,GA,30238",13
3,1/1/2018,Child Care,Heavenly Angels HomeDay,9145,Raven Drive,Jonesboro,30238,Clayton,5 yrs >,HealthMPowers,-84.41415,33.50633,rooftop,"9145 Raven Drive,Jonesboro,GA,30238",13
3,1/1/2018,after school,Grant Club,875,Six Flags Drive,Austell,30168,Fulton County,18-May,HealthMPowers,-84.58702,33.75596,rooftop,"875 Six Flags Drive,Austell,GA,30168",13
3,1/1/2018,Elem,Kilpatrick,7534,Tara Rd,Jonesboro,30236,Clayton,K-5,HealthMPowers,-84.35743,33.5484,rooftop,"7534 Tara Rd,Jonesboro,GA,30236",13
3,1/1/2018,Middle School,Pointe South Middle School,8495,Thomas Rd,Jonesboro,30238,Clayton,8-Jun,HealthMPowers,-84.40893,33.52109,range_interpolated,"8495 Thomas Rd,Jonesboro,GA,30238",13
3,1/1/2018,Elem,Harper,93,Valley Hill Rd SW,Riverdale,30274,Clayton,K-5,HealthMPowers,-84.38935,33.56456,rooftop,"93 Valley Hill Rd SW,Riverdale,GA,30274",13
3,1/1/2018,Middle School,M.D. Roberts Middle School,1905,Walt Stephens Rd,Jonesboro,30236,Clayton,8-Jun,HealthMPowers,-84.3312,33.52204,rooftop,"1905 Walt Stephens Rd,Jonesboro,GA,30236",13
3,1/1/2018,Child Care,Mattie Matthews,298,Country Club Drive,Jonesboro,30238,Clayton,< 5yrs,HealthMPowers,-84.40106,33.5007,rooftop,"298 Country Club Drive,Jonesboro,GA,30238",13
3,1/1/2018,Child Care,,298,Country Club Drive,Jonesboro,30238,Clayton,< 5yrs,HealthMPowers,-84.40106,33.5007,rooftop,"298 Country Club Drive,Jonesboro,GA,30238",13
4,1/1/2018,Community Garden & Pick It Try It,Clayton County Board of Health,1117,Battlecreek Road,Jonesboro,30236,Clayton,18+; SNAP- eligible,DPH,-84.35445,33.55206,rooftop,"1117 Battlecreek Road,Jonesboro,GA,30236",13
4,1/1/2018,Community Garden & Pick It Try It,Kinship Care,849,Battlecreek Road,Jonesboro,30236,Clayton,18+; SNAP- eligible,DPH,-84.36449,33.55402,rooftop,"849 Battlecreek Road,Jonesboro,GA,30236",13
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Clayton County Extension,1262,Government Cir.,Jonesboro,30236,Clayton,13,UGA,-84.34956,33.53629,,"1262 Government Cir.,Jonesboro,GA,30236",13
1,5/17/2018,"FT, FTBU, FeT, FTFM, Outreach",Douglas County Extension,6279,Fairburn Rd.,Douglasville,30134,Douglas,13,UGA,-84.73684,33.75132,,"6279 Fairburn Rd.,Douglasville,GA,30134",13
1,1/1/2018,"Food Talk, Food Talk:Better U",Bartow Headstart,15,Felton Place St.,Cartersville,30121,Bartow,Adults 18+,UGA,-84.7928,34.19521,range_interpolated,"15 Felton Place St.,Cartersville,GA,30121",11
1,1/1/2018,"Food Talk, Food Talk:Better U",The Cove,15,Liberty Square Dr.,Cartersville,30121,Bartow,Adults 18+,UGA,-84.78238,34.21433,range_interpolated,"15 Liberty Square Dr.,Cartersville,GA,30121",11
1,1/1/2018,"Food Talk, Food Talk:Better U",Paxen,121,E. Felton Rd.,Cartersville,30120,Bartow,Adults 18+,UGA,-84.79446,34.19631,rooftop,"121 E. Felton Rd.,Cartersville,GA,30120",11
1,1/1/2018,"Food Talk, Food Talk:Better U",Adairsville United Methodist Church,102,S. Main St.,Adairsville,30103,Bartow,Adults 18+,UGA,-84.93457,34.36797,rooftop,"102 S. Main St.,Adairsville,GA,30103",11
1,1/1/2018,"Food Talk, Food Talk:Better U",Bartow Family Resources,200,Leake St.,Cartersville,30120,Bartow,Adults 18+,UGA,-84.80031,34.16202,rooftop,"200 Leake St.,Cartersville,GA,30120",11
1,1/1/2018,"Food Talk, Food Talk:Better U",Allatoona Resource Center,6503,Glade Rd. SE,Acworth,30101,Bartow,Adults 18+,UGA,-84.68116,34.11373,rooftop,"6503 Glade Rd. SE,Acworth,GA,30101",11
1,1/1/2018,"Food Talk, Food Talk:Better U",Hamilton Mill Crossing,116,Hamilton Crossing Rd. NW,Cartersville,30120,Bartow,Adults 18+,UGA,-84.86603,34.23926,rooftop,"116 Hamilton Crossing Rd. NW,Cartersville,GA,30120",11
1,1/1/2018,"Food Talk, Food Talk:Better U",Episcopal Food Pantry,205,W. Cherokee Ave.,Cartersville,30120,Bartow,Adults 18+,UGA,-84.80102,34.16558,rooftop,"205 W. Cherokee Ave.,Cartersville,GA,30120",11
1,1/1/2018,"Food Talk, Food Talk:Better U",Rollins Child Development,676,Henderson Dr.,Cartersville,30120,Bartow,Adults 18+,UGA,-84.81745,34.15264,rooftop,"676 Henderson Dr.,Cartersville,GA,30120",11
1,1/1/2018,Outreach,Cartersville First Baptist Church,241,Douthit Ferry Rd,Cartersville,30120,Bartow,Adults 18+,UGA,-84.82573,34.14718,rooftop,"241 Douthit Ferry Rd,Cartersville,GA,30120",11
1,1/1/2018,Food Talk and FT Better U,Kingston Baptist,40,Main St,Kingston,30145,Bartow,Adults 18+,UGA,-84.94383,34.235,range_interpolated,"40 Main St,Kingston,GA,30145",11
1,1/1/2018,,Cartersville Boys and Girls Clubs,642,Henderson Dr,Cartersville,30120,Bartow,Adults 18+,UGA,-84.81738,34.15395,rooftop,"642 Henderson Dr,Cartersville,GA,30120",11
1,1/1/2018,FTBU,Shangri La Park,69,Gilreath Rd NW,Cartersville,30121,Bartow,Adults 18+,UGA,-84.81362,34.22701,,"69 Gilreath Rd NW,Cartersville,GA,30121",11
1,4/16/2018,,Tranquility House,501,N Museum Drive,Cartersville,30120,Bartow,,UGA,-84.79625,34.16832,,"501 N Museum Drive,Cartersville,GA,30120",11
2,1/1/2018,,Cobb Senior Center,1150,1150 Powder Springs,Marietta,30064,Cobb,,Open Hand Atlanta,-84.57416,33.92627,rooftop,"1150 Powder Springs,Marietta,GA,30064",11
2,1/1/2018,Cooking Matters for Teens,Osborne High School,2451,Favor Road SW,Marietta,30060,Cobb,Teens,Open Hand Atlanta,-84.56571,33.89147,rooftop,"2451 Favor Road SW,Marietta,GA,30060",11
2,1/1/2018,,Davis Direction Foundation,32,N Fairground Street NE,Marietta,30060,Cobb,,Open Hand Atlanta,-84.53539,33.95148,rooftop,"32 N Fairground Street NE,Marietta,GA,30060",11
2,1/1/2018,Cooking Matters for Adults,Walton Ridenour Apartments,1425,Ridenour Blvd.,Kennesaw,30152,Cobb,Adults,Open Hand Atlanta,-84.59141,33.99393,,"1425 Ridenour Blvd.,Kennesaw,GA,30152",11
2,1/1/2018,"Cooking Matters for Adults, Teens and Kids,","Yells, Inc.: Community Action Café",779,Franklin Gateway SE,Marietta,30067,Cobb,"Teens, Kids, and Adults",Open Hand Atlanta,-84.5009,33.93373,,"779 Franklin Gateway SE,Marietta,GA,30067",11
2,1/1/2018,"Cooking Matters for Kids, Adults and Teens",Girls Inc. of Greater Atlanta,461,Manget St.,Marietta,30060,Cobb,,Open Hand Atlanta,-84.53913,33.94109,,"461 Manget St.,Marietta,GA,30060",11
2,3/23/2018,Cooking Matters for Adults,Cobb Senior Services- North Cobb Neighborhood Senior Center,4100,South Main St.,Acworth,30101,Cobb,Adults,Open Hand Atlanta,-84.67884,34.06667,,"4100 South Main St.,Acworth,GA,30101",11
3,1/1/2018,after school,Mimms Club,1082,Univeter Road,Canton,30115,Cherokee,18-May,HealthMPowers,-84.49431,34.19312,rooftop,"1082 Univeter Road,Canton,GA,30115",11
3,1/1/2018,Child Care,Cobb/Allgood Head Start Pre-K (Ninth District),461,Allgood Rd NE,Marietta,30060,Cobb,5 yrs >,HealthMPowers,-84.53972,33.9628,rooftop,"461 Allgood Rd NE,Marietta,GA,30060",11
3,1/1/2018,Middle School,Campbell MS,3295,Atlanta Road SE,Smyrna,30080,Cobb,8-Jun,HealthMPowers,-84.49801,33.87296,rooftop,"3295 Atlanta Road SE,Smyrna,GA,30080",11
3,1/1/2018,Child Care,Bright Beginnings ,782,Franklin Road,Marietta,30067,Cobb,5 yrs >,HealthMPowers,-84.50068,33.93248,rooftop,"782 Franklin Road,Marietta,GA,30067",11
3,1/1/2018,Child Care,Cherokee County/Ralph Bunche preschool,400,Belletta Drive,Canton,30114,Cherokee,5 yrs >,HealthMPowers,-84.48878,34.26025,rooftop,"400 Belletta Drive,Canton,GA,30114",11
3,1/1/2018,after school,Anderson Club,529,Manget Street,Marietta,30060,Cobb,18-May,HealthMPowers,-84.53912,33.93968,rooftop,"529 Manget Street,Marietta,GA,30060",11
1,5/10/2018,"FT, FTBU, FeT, FTFM, Outreach",Cherokee County Extension,1130,Bluffs Pkwy,Canton,30114,Cherokee,11,UGA,-84.47149,34.26794,,"1130 Bluffs Pkwy,Canton,GA,30114",11
1,6/14/2018,"FT, FTBU, Outreach","Tallatoona CAP, Inc.",140,Douglas Street,Cartersville,30120,Bartow,11,UGA,-84.79527,34.17244,,"140 Douglas Street,Cartersville,GA,30120",11
2,1/1/2018,,Magnolia House,1601,"Alice St, Ste A",Waycross,31502,Ware,"Families, Adults",Open Hand Atlanta,-82.34925,31.22245,rooftop,"1601 Alice St, Ste A,Waycross,GA,31502",1
2,1/1/2018,,Urban Hope,1601,1601 Barnard St,Savannah,31401,Chatam,Kids,Open Hand Atlanta,-81.10097,32.06148,rooftop,"1601 Barnard St,Savannah,GA,31401",1
2,1/1/2018,,WIC Farmer Market,2747,2747 4th St,Brunswick,31520,Glynn,Adults 18+,Open Hand Atlanta,-81.47973,31.18171,rooftop,"2747 4th St,Brunswick,GA,31520",1
2,1/1/2018,,WIC Farmer Market,1183,1183 Bultman Ave,Hinesville,31310,Liberty,Adults 18+,Open Hand Atlanta,-81.59397,31.87019,rooftop,"1183 Bultman Ave,Hinesville,GA,31310",1
2,1/1/2018,,Senior Citizens Inc.,3025,3025 Bull St,Savannah,31405,Chatam,Adults 18+,Open Hand Atlanta,-81.10408,32.04962,rooftop,"3025 Bull St,Savannah,GA,31405",1
2,1/1/2018,,Savannah's Children Museum,655,Louisville Rd,Savannah,31401,Chatam,kids 5-12,Open Hand Atlanta,-81.10151,32.07548,rooftop,"655 Louisville Rd,Savannah,GA,31401",1
2,1/1/2018,,Waycross Housing Authority,1460,1460 N Augusta Ave,Waycross,31503,Wayne,kids 5-12,Open Hand Atlanta,-82.38451,31.23393,rooftop,"1460 N Augusta Ave,Waycross,GA,31503",1
2,1/1/2018,,Children’s Specialist Hospital- Memorial Health,4700,4700 Waters Avenue,Savannah,31404,Chatam,families,Open Hand Atlanta,-81.08948,32.02999,rooftop,"4700 Waters Avenue,Savannah,GA,31404",1
2,1/1/2018,,Safe Harbor Children's Center,2215,2215 Gloucester Street,Brunswick,31520,Glynn,Teens 14-18,Open Hand Atlanta,-81.48288,31.15273,,"2215 Gloucester Street,Brunswick,GA,31520",1
2,1/1/2018,,Pierce County High School - Special Education Program,4850,"4850 County Farm Rd,",Blackshear,31516,Pierce,Teens 14-18,Open Hand Atlanta,-82.21632,31.34433,rooftop,"4850 County Farm Rd,,Blackshear,GA,31516",1
2,1/1/2018,,Unison Behavioral Health,310,Williams Street,Waycross,31501,Ware,Adults,Open Hand Atlanta,-82.35664,31.20968,rooftop,"310 Williams Street,Waycross,GA,31501",1
2,1/1/2018,,Gasden Elementary School,919,May St,Savannah,31415,Chatam,Kids,Open Hand Atlanta,-81.10596,32.06821,rooftop,"919 May St,Savannah,GA,31415",1
2,1/1/2018,,Butler Elementary School,1909,1909 Cynthia St,Savannah,31415,Chatam,Kids,Open Hand Atlanta,-81.12587,32.0639,rooftop,"1909 Cynthia St,Savannah,GA,31415",1
2,1/1/2018,,Coastal WIC,1395,Eisenhower Dr.,Savannah,31406,Chatam,Adults 18+,Open Hand Atlanta,-81.09184,32.00312,rooftop,"1395 Eisenhower Dr.,Savannah,GA,31406",1
2,1/1/2018,Cooking Matters for Kids,Haven Elementary,5111,Dillon Ave.,Savannah,31405,Chatham,Kids,Open Hand Atlanta,-81.1241,32.03432,rooftop,"5111 Dillon Ave.,Savannah,GA,31405",1
2,1/1/2018,Cooking Matters for Kids,E. Broad Elementary,404,E. Broad St.,Savannah,31401,Chatham,Kids,Open Hand Atlanta,-81.08688,32.07137,range_interpolated,"404 E. Broad St.,Savannah,GA,31401",1
2,1/1/2018,Cooking Matters for Teens,Mercer Middle School,201,201 Rommel Ave.,Savannah,31408,Chatham,Teens,Open Hand Atlanta,-81.16135,32.11211,range_interpolated,"201 Rommel Ave.,Savannah,GA,31408",1
2,1/1/2018,Cooking Matters for Teens,Performance Initiatives,2021,Rommel Ave,Savannah,31404,Chatham,Teens,Open Hand Atlanta,-81.06289,32.04985,bing,"2021 Rommel Ave,Savannah,GA,31404",1
2,1/1/2018,,Williams Court Apartments,1900,Lincoln Street,Savannah,31401,Chatam,Adults,Open Hand Atlanta,-81.09575,32.05727,rooftop,"1900 Lincoln Street,Savannah,GA,31401",1
2,1/1/2018,,Clinch County Senior Citizen Center,101,S. College St. #C,Homerville,31634,Clinch,Adults,Open Hand Atlanta,-82.75018,31.03428,rooftop,"101 S. College St. #C,Homerville,GA,31634",1
2,1/1/2018,,Liberty Early Head Start,200,Brantley Drive,Hinesville,31313,Liberty,Adults,Open Hand Atlanta,-81.59877,31.82309,rooftop,"200 Brantley Drive,Hinesville,GA,31313",1
2,1/1/2018,Cooking Matters for Teens,Park Place Outreach,514,East Henry Street,Savannah,31405,Chatham,Teens,Open Hand Atlanta,-81.09184,32.0619,rooftop,"514 East Henry Street,Savannah,GA,31405",1
2,3/23/2018,Cooking Matters for Adults (55+),Savannah Gardens Senior Residences,501,Pennsylvania Ave.,Savannah,31404,Chatham,Adults,Open Hand Atlanta,-81.05996,32.0624,,"501 Pennsylvania Ave.,Savannah,GA,31404",1
2,3/23/2018,Cooking Maters for Teens and Kids,Safe Harbor Children's Center,1526,Norwich Street,Brunswick,31520,Glynn,Kids and Teens,Open Hand Atlanta,-81.49146,31.1509,,"1526 Norwich Street,Brunswick,GA,31520",1
2,4/3/2018,Cooking Matters for Kids,Gould Elementary,4910,Pineland Drive,Savannah,31405,Chatham,Kids,Open Hand Atlanta,-81.18651,32.04901,,"4910 Pineland Drive,Savannah,GA,31405",1
3,1/1/2018,High School,Wayne County HS,1,Jacket Dr.,Jesup,31545,Wayne,12-Sep,HealthMPowers,-81.91887,31.61733,rooftop,"1 Jacket Dr.,Jesup,GA,31545",1
3,1/1/2018,Child Care,Glynn County Head Start Program,1,One Community Action Drive Ste. D,Brunswick,31520,Glynn,5 yrs >,HealthMPowers,-81.47873,31.18211,rooftop,"1 One Community Action Drive Ste. D,Brunswick,GA,31520",1
3,1/1/2018,Child Care,McIntosh Head Start,1,One Community Action Drive Ste. D,Brunswick,31520,Glynn,5 yrs >,HealthMPowers,-81.47873,31.18211,rooftop,"1 One Community Action Drive Ste. D,Brunswick,GA,31520",1
3,1/1/2018,Food Retail,US Food Store,315,Augusta Ave,Savannah,31415,Chatham,Adults 18+,HealthMPowers,-81.12847,32.0896,range_interpolated,"315 Augusta Ave,Savannah,GA,31415",1
3,1/1/2018,Child Care,Brunswick,419,Benedict Rd.,Glynn County Head Start,31520,Glynn,5 yrs >,HealthMPowers,-81.47873,31.18211,rooftop,"419 Benedict Rd.,Glynn County Head Start,GA,31520",1
3,1/1/2018,Elem,Windsor Forest ES,414,Briar Cliff Circle,Savannah,31419,Chatham,K-5,HealthMPowers,-81.14346,31.97484,rooftop,"414 Briar Cliff Circle,Savannah,GA,31419",1
3,1/1/2018,Elem,Hodge ES,975,Clinch Street,Savannah,31405,Chatham,K-5,HealthMPowers,-81.11665,32.0474,range_interpolated,"975 Clinch Street,Savannah,GA,31405",1
3,1/1/2018,Elem,Rice Creek (3-5),100,Mulberry Ave,Port Wentworth,31407,Chatham,5-Mar,HealthMPowers,-81.19449,32.21885,rooftop,"100 Mulberry Ave,Port Wentworth,GA,31407",1
3,1/1/2018,Middle School,Rice Creek (6-8),100,Mulberry Ave,Port Wentworth,31407,Chatham,8-Jun,HealthMPowers,-81.19449,32.21885,rooftop,"100 Mulberry Ave,Port Wentworth,GA,31407",1
3,1/1/2018,Middle School,Martha Puckett Middle School,475,Durrence Rd,Jesup,31545,Wayne,8-Jun,HealthMPowers,-81.91515,31.61672,rooftop,"475 Durrence Rd,Jesup,GA,31545",1
3,1/1/2018,Food Retail,Food Truck 912: WW Law Community Center,909,E. Bolton St,Savannah,31401,Chatham,Adults 18+,HealthMPowers,-81.08294,32.06258,rooftop,"909 E. Bolton St,Savannah,GA,31401",1
3,1/1/2018,Child Care,Liberty County Head Start,9099,E.B. Cooper,Liberty,31320,Liberty,5 yrs >,HealthMPowers,-81.4628,31.7475,range_interpolated,"9099 E.B. Cooper,Liberty,GA,31320",1
3,1/1/2018,Middle School,Hubert Middle School [COMMUNITY],768,Grant St,Chatham,31401,Chatham,8-Jun,HealthMPowers,-81.08493,32.06623,rooftop,"768 Grant St,Chatham,GA,31401",1
3,1/1/2018,Elem,Pooler ES,308,Holly Ave,Pooler,31322,Chatham,K-5,HealthMPowers,-81.25208,32.12112,rooftop,"308 Holly Ave,Pooler,GA,31322",1
3,1/1/2018,Child Care,ABC Child Development Center with Head Start Classroom,305,South Baker Street,Alma,31510,Bacon,5 yrs >,HealthMPowers,-82.45643,31.53923,rooftop,"305 South Baker Street,Alma,GA,31510",1
3,1/1/2018,Elem,Shuman ES,415,Goebel Ave,Savannah,31404,Chatham,K-5,HealthMPowers,-81.06683,32.06182,rooftop,"415 Goebel Ave,Savannah,GA,31404",1
3,1/1/2018,Elem,Port Wentworth (K-2),507,S Coastal Hwy,Port Wentworth,31407,Chatham,K-2,HealthMPowers,-81.15884,32.14164,rooftop,"507 S Coastal Hwy,Port Wentworth,GA,31407",1
3,1/1/2018,Child Care,Port Wentworth Elementary,507,South Coastal Highway,Port Wentworth,31407,Chatham,5 yrs >,HealthMPowers,-81.15884,32.14164,rooftop,"507 South Coastal Highway,Port Wentworth,GA,31407",1
3,1/1/2018,Elem,Southwest ES,6020,Ogeechee Rd,Savannah,31419,Savannah,K-5,HealthMPowers,-81.26239,32.00005,rooftop,"6020 Ogeechee Rd,Savannah,GA,31419",1
3,1/1/2018,Food Retail,Food Truck 912: Savannah Gardens (Affordable Housing Units),515,Pennsylvania Ave,Savannah,31404,Chatham,Adults 18+,HealthMPowers,-81.06054,32.06118,rooftop,"515 Pennsylvania Ave,Savannah,GA,31404",1
3,1/1/2018,Middle School,Arthur Williams Middle School,1175,S US Highway 301,Jesup,31546,Wayne,8-Jun,HealthMPowers,-81.87183,31.58536,rooftop,"1175 S US Highway 301,Jesup,GA,31546",1
3,1/1/2018,Food Retail,Food Truck 912: Sustainable Fellwood (Affordable Housing Units),1401,Fellwood Drive,Savannah,31415,Chatham,Adults 18+,HealthMPowers,-81.11473,32.08608,rooftop,"1401 Fellwood Drive,Savannah,GA,31415",1
3,1/1/2018,Elem,Otis Brock III,1804,Stratford St,Savannah,31401,Chatham,K-5,HealthMPowers,-81.12805,32.0861,rooftop,"1804 Stratford St,Savannah,GA,31401",1
3,1/1/2018,Food Retail,Food Truck 912: Sheppards Gas and Food Mart,1302,W. Gwinnett St,Savannah,31415,Chatham,Adults 18+,HealthMPowers,-81.11445,32.07203,rooftop,"1302 W. Gwinnett St,Savannah,GA,31415",1
3,1/1/2018,Food Retail,Food Truck 912: Department of Family and Children Services,761,Wheaton St,Savannah,31401,Chatham,Adults 18+,HealthMPowers,-81.08324,32.0698,rooftop,"761 Wheaton St,Savannah,GA,31401",1
3,1/1/2018,Food Retail,Waters Market,4402,Waters Ave,Savannah,31404,Chatham,Adults 18+,HealthMPowers,-81.09027,32.03531,rooftop,"4402 Waters Ave,Savannah,GA,31404",1
3,3/29/2018,Food Retail,Food Farm 912: Lady Bamford,1410,Richards St,Savannah,31415,Chatham,Adults 18+,HealthMPowers,-81.11741,32.08519,,"1410 Richards St,Savannah,GA,31415",1
4,1/1/2018,Worksite & Harvest of the Month,Concerted Services,2100,Riverside Avenue,Waycross,31501,Ware,18+; SNAP- eligible,DPH,-82.35322,31.23809,rooftop,"2100 Riverside Avenue,Waycross,GA,31501",1
4,1/1/2018,Community Garden & Pick It Try It,Waycross Middle School,700,Central Avenue,Waycross,31501,Ware,Familes and 18+; SNAP- eligible,DPH,-82.34038,31.21363,rooftop,"700 Central Avenue,Waycross,GA,31501",1
4,1/1/2018,Community Garden & Pick It Try It,Ware County Middle School,2301,Cherokee Street,Waycross,31503,Ware,Familes and 18+; SNAP- eligible,DPH,-82.39466,31.23385,rooftop,"2301 Cherokee Street,Waycross,GA,31503",1
4,1/1/2018,Worksite & Harvest of the Month,Childer's Family YMCA,1634,Plant Avenue,Waycross,31501,Ware,18+; SNAP- eligible,DPH,-82.34562,31.22105,rooftop,"1634 Plant Avenue,Waycross,GA,31501",1
4,1/1/2018,Worksite & Harvest of the Month,Enmarket,2112,Rankin Street,Savannah,31415,Chatham,18+; SNAP- eligible,DPH,-81.12147,32.09499,rooftop,"2112 Rankin Street,Savannah,GA,31415",1
4,1/1/2018,Worksite & Harvest of the Month,"Coastal Georgia Area Community Action Authority, Inc.",1,Community Action Drive,Brunswick,31520,Camden,18+; SNAP- eligible,DPH,-81.47873,31.18211,rooftop,"1 Community Action Drive,Brunswick,GA,31520",1
4,1/1/2018,Community Garden & Pick It Try It,Alfred E. Beach High School,3001,Hopkins Street,Savannah,31405,Chatham,Familes and 18+; SNAP- eligible,DPH,-81.11589,32.05479,rooftop,"3001 Hopkins Street,Savannah,GA,31405",1
4,1/1/2018,Community Garden & Pick It Try It,Robert W. Groves High School,100,Wheathill Road,Savannah,31408,Chatham,Familes and 18+; SNAP- eligible,DPH,-81.15667,32.10734,rooftop,"100 Wheathill Road,Savannah,GA,31408",1
