Agency,Date Added,Project,Name_of_Lo,Street_Num,Address,City,Zipcode,County,Target_Aud,Agency_name,lon,lat,loctype,search_add
1,1/1/2018,Outreach,Lithonia-Davidson Library,6821,Church St,Lithonia,30058,DeKalb,Adults 18+,UGA,-84.1090924,33.7122468,rooftop,"6821 Church St,Lithonia,GA,30058"
1,1/1/2018,Outreach,Clarkston Library,951,N Indian Creek Dr,Clarkston,30021,DeKalb,Adults 18+,UGA,-84.2387008,33.8049361,rooftop,"951 N Indian Creek Dr,Clarkston,GA,30021"
1,1/1/2018,Outreach,Scott Candler Library,1917,Candler Rd.,Decatur,30032,DeKalb,Adults 18+,UGA,-84.2860783,33.7346414,rooftop,"1917 Candler Rd.,Decatur,GA,30032"
1,1/1/2018,"FT, FTBU, FTFM, Outreach",Downtown Academy,180,Pulaski St,Athens,30601,Clarke,Adults 18+,UGA,-83.3800345,33.9573507,range_interpolated,"180 Pulaski St,Athens,GA,30601"
1,1/1/2018,"FT, FTBU, FTFM, Outreach",Sheltering Arms - Oakley Township Center,7210,Oakley Terrace,Union City,30291,Fulton,Adults 18+,UGA,-84.528964,33.5569909,rooftop,"7210 Oakley Terrace,Union City,GA,30291"
1,1/1/2018,"FT, FTBU, FTFM, Outreach",Caring Works,4035,"Seven Oak Lane, Apt C",East Point,30344,Fulton,Adults 18+,UGA,-84.4910057,33.6449412,rooftop,"4035 Seven Oak Lane, Apt C,East Point,GA,30344"
1,1/1/2018,Outreach,Salvation Army Atlanta Peachtree Corps,3500,Sherrydale Lane,Decatur,30032,DeKalb,Adults 18+,UGA,-84.2465657,33.7463211,NA,"3500 Sherrydale Lane,Decatur,GA,30032"
1,1/1/2018,"FTFM, Outreach",Mundy Mills High School (location of a health/wellness event),9652,Fayetteville Rd,Jonesboro,30228,Clayton,Adults 18+,UGA,-84.3839377,33.4914652,NA,"9652 Fayetteville Rd,Jonesboro,GA,30228"
1,1/1/2018,Food eTalk,Elbert County Extension,1088,Rickersville,Elberton,30635,Elbert,Adults 18+,UGA,-82.8562102,34.1311355,NA,"1088 Rickersville,Elberton,GA,30635"
1,1/1/2018,Food eTalk,Elbert Primary School,1019,Falling Creek Circle,Elberton,30635,Elbert,Adults 18+,UGA,-82.8474712,34.0845264,NA,"1019 Falling Creek Circle,Elberton,GA,30635"
1,1/1/2018,Food eTalk,Elbert County Middle School,1108,Athens Tech Rd,Elberton,30635,Elbert,Adults 18+,UGA,-82.8937423,34.1061928,NA,"1108 Athens Tech Rd,Elberton,GA,30635"
1,1/1/2018,Food eTalk,Elbert County High School,600,Abernathy Circle,Elberton,30635,Elbert,Adults 18+,UGA,-82.8844103,34.108494,NA,"600 Abernathy Circle,Elberton,GA,30635"
1,1/1/2018,FTBU,Shangri La Park,69,Gilreath Rd NW,Cartersville,30121,Bartow,Adults 18+,UGA,-84.8136227,34.2270102,NA,"69 Gilreath Rd NW,Cartersville,GA,30121"
1,1/1/2018,"FT, Outreach",Sheltering Arms-International Village Center,3375,Chamblee Dunwoody Road,Chamblee,30341,DeKalb,Adults 18+,UGA,-84.2970174,33.8924793,NA,"3375 Chamblee Dunwoody Road,Chamblee,GA,30341"
1,1/1/2018,"FT, Outreach",Sheltering Arms-East Lake Center,350,East Lake Boulevard,Atlanta,30317,DeKalb,Adults 18+,UGA,-84.3136389,33.7418445,NA,"350 East Lake Boulevard,Atlanta,GA,30317"
1,1/1/2018,Outreach,Brookhaven Library,1242,"N. Druid Hills Rd., NE",Atlanta,30319,DeKalb,Adults 18+,UGA,-84.3397849,33.8571211,NA,"1242 N. Druid Hills Rd., NE,Atlanta,GA,30319"
1,1/1/2018,Outreach Event,Greater Bethany Baptist Church,786,Thurmond St,Atlanta,30314,Fulton,Adults 18+,UGA,-84.4131446,33.7602538,rooftop,"786 Thurmond St,Atlanta,GA,30314"
1,1/1/2018,Outreach Event,Greater Bethany Baptist Church,786,Thurmond St,Atlanta,30314,Fulton,Adults 18+,UGA,-84.4131446,33.7602538,rooftop,"786 Thurmond St,Atlanta,GA,30314"
1,1/1/2018,Outreach Event,Greater Bethany Baptist Church,786,Thurmond St,Atlanta,30314,Fulton,Adults 18+,UGA,-84.4131446,33.7602538,rooftop,"786 Thurmond St,Atlanta,GA,30314"
1,1/1/2018,Outreach Event,Greater Bethany Baptist Church,786,Thurmond St,Atlanta,30314,Fulton,Adults 18+,UGA,-84.4131446,33.7602538,rooftop,"786 Thurmond St,Atlanta,GA,30314"
1,1/1/2018,Outreach,East Point Mobile Homes,2848,2848 Veterans Street,East Point,30344,Fulton,Adults 18+,UGA,-84.4290728,33.6775536,NA,"2848 Veterans Street,East Point,GA,30344"
1,1/1/2018,Outreach,Hurd Homes,3022,3022 Randell St,East Point,30344,Fulton,Adults 18+,UGA,-84.433554,33.672778,NA,"3022 Randell St,East Point,GA,30344"
1,1/1/2018,Outreach,Longview Mobil Home Park,9,9 Longview Drive,Atlanta,30344,Fulton,Adults 18+,UGA,-84.4276534,33.67758,NA,"9 Longview Drive,Atlanta,GA,30344"
1,1/1/2018,Outreach,East Point Housing,3047,3047 John Freeman Way,East Point,30344,Fulton,Adults 18+,UGA,-84.4251656,33.6722249,NA,"3047 John Freeman Way,East Point,GA,30344"
1,1/1/2018,"FT, FTBU",Fannin Senior Life Services Center,440,W 1st Street,Blue Ridge,30513,Gilmer,Adults 18+,UGA,-84.325649,34.8671481,NA,"440 W 1st Street,Blue Ridge,GA,30513"
1,3/23/2018,"FTFM, Outreach",Boys and Girls Club of Athens,705,705 Fourth Street,Athens,30601,Clarke,Adults 18+,UGA,-83.3613243,33.9713019,NA,"705 Fourth Street,Athens,GA,30601"
1,3/23/2018,"FTFM, Outreach",Boy and Girls Club - HT Edwards,440-4,440-4 Dearing Extension,Athens,30606,Clarke,Adults 18+,UGA,-83.4003872,33.9503345,NA,"440-4 Dearing Extension,Athens,GA,30606"
1,3/23/2018,"FT, FTBU, FeT, FTFM, Outreach",Ebenezer Baptist West,205,205 N. Chase Street,Athens,30606,Clarke,Adults 18+,UGA,-83.3917503,33.9550317,NA,"205 N. Chase Street,Athens,GA,30606"
1,3/23/2018,"FT, FTBU, FeT, FTFM, Outreach",First AME Church,521,521 Hull Street,Athens,30601,Clarke,Adults 18+,UGA,-83.3792311,33.9607766,NA,"521 Hull Street,Athens,GA,30601"
1,3/23/2018,"FTFM, Outreach",Garden View Funeral Home,605,605 Olympic Drive,Athens,30601,Clarke,Adults 18+,UGA,-83.3447906,33.9672875,NA,"605 Olympic Drive,Athens,GA,30601"
1,3/23/2018,"FT, FTBU, FeT, FTFM, Outreach",Hill Chapel Baptist,1962,1692 W. Hancock Ave,Athens,30606,Clarke,Adults 18+,UGA,-83.398539,33.951542,NA,"1692 W. Hancock Ave,Athens,GA,30606"
1,3/23/2018,"FT, FTBU, FeT, FTFM, Outreach",Nelly B. Community Center,200,200 Zatella Lane,Athens,30606,Clarke,Adults 18+,UGA,-83.3524432,33.9582369,NA,"200 Zatella Lane,Athens,GA,30606"
1,3/23/2018,"FT, FTBU, FeT, FTFM, Outreach",New Covenant Worship Center,1425,1425 Newton Bridge Road,Athens,30607,Clarke,Adults 18+,UGA,-83.4060179,34.0174215,NA,"1425 Newton Bridge Road,Athens,GA,30607"
1,3/23/2018,"FT, FTBU, FeT, FTFM, Outreach",Athens Neighborhood Health Center,402,402 McKinley Drive,Athens,30601,Clarke,Adults 18+,UGA,-83.3547125,33.9585109,NA,"402 McKinley Drive,Athens,GA,30601"
1,4/16/2018,NA,Tranquility House,501,N Museum Drive,Cartersville,30120,Bartow,NA,UGA,-84.7962474,34.1683192,NA,"501 N Museum Drive,Cartersville,GA,30120"
1,4/17/2018,"FT, FTBU, Outreach",Gilmer Public Library,268,Calvin Jackson Drive,Ellijay,30540,Gilmer,NA,UGA,-84.5059467,34.6856833,NA,"268 Calvin Jackson Drive,Ellijay,GA,30540"
1,4/17/2018,FTFM,Society o St. Vincent De Paul,4871,Memorial Drive,Stone Mountain,30083,DeKalb,NA,UGA,-84.2314197,33.7875471,NA,"4871 Memorial Drive,Stone Mountain,GA,30083"
1,4/17/2018,FTFM,"K.D. Moore Community Development, Inc.",3999,Church Street,Clarkston,30021,DeKalb,NA,UGA,-84.2377173,33.8111912,NA,"3999 Church Street,Clarkston,GA,30021"
1,4/17/2018,FTFM,Fairfield Baptist Church,6133,Redan Road,Lithonia,30088,DeKalb,NA,UGA,-84.1470832,33.7464998,NA,"6133 Redan Road,Lithonia,GA,30088"
1,4/17/2018,FTFM,Berean Christian Church,2201,Young Road,Stone Mountain,30088,DeKalb,NA,UGA,-84.1716305,33.7385944,NA,"2201 Young Road,Stone Mountain,GA,30088"
1,4/17/2018,"FT, FTBU, Outreach",The Gardens Apartments,1870,Campbellton Rd,Atlanta,30311,Fulton,NA,UGA,-84.448482,33.707414,NA,"1870 Campbellton Rd,Atlanta,GA,30311"
1,4/17/2018,"FT, FTBU, Outreach",The Society of St. Vincent de Paul Georgia,1700,Lakewood Avenue SE,Atlanta,30315,Fulton,NA,UGA,-84.379716,33.7077459,NA,"1700 Lakewood Avenue SE,Atlanta,GA,30315"
1,4/17/2018,FTFM,Jonesboro Farmers Market,155,Lee Street,Jonesboro,30236,Clayton,NA,UGA,-84.3571354,33.525481,NA,"155 Lee Street,Jonesboro,GA,30236"
1,4/17/2018,"FT, FTBU, Outreach",Georgia Mountains Health - Ellijay,772,"Maddox Drive, #122",Ellijay,30540,Gilmer,NA,UGA,-84.4824042,34.6781783,NA,"772 Maddox Drive, #122,Ellijay,GA,30540"
1,5/7/2018,"FTFM, Outreach",Shrine of the Black Madonna,946,Ralph David Abernathy Boulevard,Atlanta,30310,Fulton,5,UGA,-84.4186956,33.7377906,NA,"946 Ralph David Abernathy Boulevard,Atlanta,GA,30310"
1,5/7/2018,"FTFM, Outreach",Berean Seventh Day Adventist Church,291,Hamilton E. Holmes Drive,Atlanta,30331,Fulton,5,UGA,-84.469533,33.763029,NA,"291 Hamilton E. Holmes Drive,Atlanta,GA,30331"
1,5/7/2018,"FTFM, Outreach",Mt. Vernon Baptist Church,815,Lynhurst Drive,Atlanta ,30311,Fulton,5,UGA,-84.4893097,33.7336857,NA,"815 Lynhurst Drive,Atlanta ,GA,30311"
1,5/7/2018,"FTFM, Outreach",Allen Temple AME Church,1625,Simpson Road,Atlanta,30314,Fulton,5,UGA,-84.4419238,33.7642328,NA,"1625 Simpson Road,Atlanta,GA,30314"
1,5/7/2018,"FTFM, Outreach",Quest Community Development ,878,Rock Street,Atlanta,30314,Fulton,5,UGA,-84.4162612,33.7619558,NA,"878 Rock Street,Atlanta,GA,30314"
1,5/7/2018,"FTFM, Outreach",Hillside International Truth Center,2450,Cascade Road,Atlanta,30311,Fulton,5,UGA,-84.4977427,33.7220991,NA,"2450 Cascade Road,Atlanta,GA,30311"
1,5/7/2018,"FTFM, Outreach",Palmetto Neighborhood Senior Center,510,Turner Avenue,Palmetto,30268,Fulton,13,UGA,-84.668622,33.524806,NA,"510 Turner Avenue,Palmetto,GA,30268"
1,5/7/2018,"FTFM, Outreach",St. Mark AME Church,3605,Campbellton Road,Atlanta,30331,Fulton,5,UGA,-84.5067339,33.6907688,NA,"3605 Campbellton Road,Atlanta,GA,30331"
1,5/7/2018,"FTFM, Outreach",Barge Road Senior Highrise,2440,Barge Road,Atlanta,30331,Fulton,5,UGA,-84.5057915,33.6884189,NA,"2440 Barge Road,Atlanta,GA,30331"
1,1/1/2018,FTFM,Stephenson High School,701,Stephenson Rd,Stone Mountain,30087,DeKalb,4,UGA,-84.1245479,33.7745962,NA,"701 Stephenson Rd,Stone Mountain,GA,30087"
1,1/1/2018,FTFM,Elizabeth Andrews High School,1701,Mountain Industrial Blvd,Stone Mountain,30083,DeKalb,4,UGA,-84.1946526,33.8325897,NA,"1701 Mountain Industrial Blvd,Stone Mountain,GA,30083"
1,1/1/2018,FTFM,Stone Mountain High School,4555,Central Dr,Stone Mountain,30083,DeKalb,4,UGA,-84.2020222,33.8106076,NA,"4555 Central Dr,Stone Mountain,GA,30083"
2,1/1/2018,NA,Meriwether WIC Clinic,51,Gay Connector Rd,Greenville,30222,Meriwether,Adults 18+,Open Hand Atlanta,-84.7120241,33.0417315,rooftop,"51 Gay Connector Rd,Greenville,GA,30222"
2,1/1/2018,NA,Rabun County Middle School,95,Wildcat Pride Way,Tiger,30576,Rabun,teens,Open Hand Atlanta,-83.421478,34.826389,bing,"95 Wildcat Pride Way,Tiger,GA,30576"
2,1/1/2018,NA,MLK Collaborative Community Resource Complex,101,101 Jackson St NE,Atlanta,30312,Fulton,kids -elementary age,Open Hand Atlanta,-84.37396,33.7567529,NA,"101 Jackson St NE,Atlanta,GA,30312"
2,1/1/2018,NA,Norcross Elementary School,150,Hunt St.,Norcross,30017,Gwinnett,Families,Open Hand Atlanta,-84.206626,33.9458672,rooftop,"150 Hunt St.,Norcross,GA,30017"
2,1/1/2018,NA,Appling County Headstart,389,E Allen St,Baxley,31513,Appling,Adults 18+,Open Hand Atlanta,-82.3440989,31.7866783,rooftop,"389 E Allen St,Baxley,GA,31513"
2,1/1/2018,NA,Concerted Services Baxley,389,389 E Allen St,Baxley,31513,Appling,"Individuals, Families",Open Hand Atlanta,-82.3440989,31.7866783,rooftop,"389 E Allen St,Baxley,GA,31513"
2,1/1/2018,NA,Berrien High School- Community Learning Center Afterschool Program,500,E Smith Ave.,Nashville,31639,Berrien,Teens,Open Hand Atlanta,-83.2452112,31.2192175,rooftop,"500 E Smith Ave.,Nashville,GA,31639"
2,1/1/2018,NA,Coastal GA Area CAA Claxton Head Start,720,720 N. Church St. Claxton GA 30417,Claxton,30417,Evans,"Kids, Adults",Open Hand Atlanta,-81.9127117,32.1713717,rooftop,"720 N. Church St. Claxton GA 30417,Claxton,GA,30417"
2,1/1/2018,NA,Troup County WIC Clinic,900,Dallis St,LaGrange,30240,Troup,Adults 18+,Open Hand Atlanta,-85.0473274,33.0270982,rooftop,"900 Dallis St,LaGrange,GA,30240"
2,1/1/2018,NA,Family Connections in Berrien Schools/Communities in Schools,1015,Exum Road,Nashville,31639,Berrien,"Families, Teens",Open Hand Atlanta,-83.2670428,31.1925752,range_interpolated,"1015 Exum Road,Nashville,GA,31639"
2,1/1/2018,NA,CHRIS Kids,1017,Fayetville Road SE,Atlanta,30316,Fulton,Aging teens and adults 18+,Open Hand Atlanta,-84.3219654,33.7266255,rooftop,"1017 Fayetville Road SE,Atlanta,GA,30316"
2,1/1/2018,NA,Emmaus House,1017,"1017 Hank Aaron Drive, SW ",Atlanta,30315-1705,Fulton,Teens 14-18,Open Hand Atlanta,-84.3882638,33.7268029,rooftop,"1017 Hank Aaron Drive, SW ,Atlanta,GA,30315-1705"
2,1/1/2018,NA,Rabun County Elementary School - Afterschool Program,1115,1115 Boggs Mountain Rd,Tiger,30576,Rabun,Kids,Open Hand Atlanta,-83.4069156,34.8256763,rooftop,"1115 Boggs Mountain Rd,Tiger,GA,30576"
2,1/1/2018,NA,Cobb Senior Center,1150,1150 Powder Springs,Marietta,30064,Cobb,NA,Open Hand Atlanta,-84.5741597,33.9262739,rooftop,"1150 Powder Springs,Marietta,GA,30064"
2,1/1/2018,NA,Families First,1150,Cole Dr. Sw,Lilburn,30047,Gwinett,Adults,Open Hand Atlanta,-84.1113953,33.8531355,rooftop,"1150 Cole Dr. Sw,Lilburn,GA,30047"
2,1/1/2018,NA,Vickery Mills Elementary School,1201,"1201 Alpharetta St, Roswell, GA 30075",Roswell,30075,Fulton,Adults,Open Hand Atlanta,-84.351048,34.030445,rooftop,"1201 Alpharetta St, Roswell, GA 30075,Roswell,GA,30075"
2,1/1/2018,NA,Magnolia House,1601,"Alice St, Ste A",Waycross,31502,Ware,"Families, Adults",Open Hand Atlanta,-82.3492475,31.2224494,rooftop,"1601 Alice St, Ste A,Waycross,GA,31502"
2,1/1/2018,NA,Urban Hope,1601,1601 Barnard St,Savannah,31401,Chatam,Kids,Open Hand Atlanta,-81.100969,32.061482,rooftop,"1601 Barnard St,Savannah,GA,31401"
2,1/1/2018,NA,Mental Fitness,1820,"1820 Henry Thomas Dr SE, Atlanta, GA 30315",Atlanta,30315,Fulton,kids,Open Hand Atlanta,-84.3557853,33.7039214,range_interpolated,"1820 Henry Thomas Dr SE, Atlanta, GA 30315,Atlanta,GA,30315"
2,1/1/2018,NA,Boulevard Coop,386,Pine St NE,Atlanta,30308,Fulton,Adults 18+,Open Hand Atlanta,-84.3745891,33.7682376,rooftop,"386 Pine St NE,Atlanta,GA,30308"
2,1/1/2018,NA,Well Spring Living Carver,1600,Pryor Rd SW,Atlanta,30315,Fulton,Adults 18+,Open Hand Atlanta,-84.3929699,33.710533,rooftop,"1600 Pryor Rd SW,Atlanta,GA,30315"
2,1/1/2018,NA,Well Spring Living Fowler,5600,W Jones Bridge Rd,Norcross,30092,Gwinett,Adults 18+,Open Hand Atlanta,-84.227579,33.9788817,rooftop,"5600 W Jones Bridge Rd,Norcross,GA,30092"
2,1/1/2018,NA,FANN Program at Walton Crossing,1820,"Mulkey Rd SW, Austell, GA 30106",Austell,30106,Cobb,"Families, Adults",Open Hand Atlanta,-84.6076433,33.8609984,NA,"1820 Mulkey Rd SW, Austell, GA 30106,Austell,GA,30106"
2,1/1/2018,NA,Carroll WIC Clinic,1004,Newman Road,Carrollton,30116,Carroll,Adults 18+,Open Hand Atlanta,-85.0458902,33.5673549,rooftop,"1004 Newman Road,Carrollton,GA,30116"
2,1/1/2018,NA,Lamar County WIC Clinic,118,Academy Drive,Barnesville,30204,Lamar,Adults 18+,Open Hand Atlanta,-84.1472759,33.0349578,rooftop,"118 Academy Drive,Barnesville,GA,30204"
2,1/1/2018,NA,Spalding WIC Clinic,1007,Memorial Dr,Griffin,30223,Spalding,Adults 18+,Open Hand Atlanta,-84.2473133,33.2410096,rooftop,"1007 Memorial Dr,Griffin,GA,30223"
2,1/1/2018,NA,Upson WIC Clinic,314,E Lee St,Thomaston,30286,Upson,Adults 18+,Open Hand Atlanta,-84.3226173,32.8856616,range_interpolated,"314 E Lee St,Thomaston,GA,30286"
2,1/1/2018,NA,Villa Rica WIC Clinic,201,Cleghorn Street,Villa Rica,30180,Carroll,Adults 18+,Open Hand Atlanta,-84.9098986,33.7347059,rooftop,"201 Cleghorn Street,Villa Rica,GA,30180"
2,1/1/2018,NA,Mercy Care Clinic,3367,Buford Highway,Norcross,30319,Gwinett,Adults 18+,Open Hand Atlanta,-84.2672356,33.9085875,range_interpolated,"3367 Buford Highway,Norcross,GA,30319"
2,1/1/2018,NA,Norcross Mobile Home Village,4498,Buford Highway,Norcross,30319,Gwinett,Adults 18+,Open Hand Atlanta,-84.1757306,33.9670727,rooftop,"4498 Buford Highway,Norcross,GA,30319"
2,1/1/2018,NA,Intown Collaborative Ministries,1026,Ponce de Leon,Atlanta,30306,Fulton,Adults 18+,Open Hand Atlanta,-84.3546333,33.7741911,rooftop,"1026 Ponce de Leon,Atlanta,GA,30306"
2,1/1/2018,NA,Wayfield Food,3050,MLK Blvd,Atlanta,30311,Fulton,Adults 18+,Open Hand Atlanta,-84.4864318,33.7517038,rooftop,"3050 MLK Blvd,Atlanta,GA,30311"
2,1/1/2018,NA,East Point Farmer Market,2757,East Point St,East Point,30344,Fulton,Adults 18+,Open Hand Atlanta,-84.4406926,33.6803551,rooftop,"2757 East Point St,East Point,GA,30344"
2,1/1/2018,NA,Urban Recipe,645,Grant Street,Atlanta,30312,Fulton,Adults 18+,Open Hand Atlanta,-84.3767213,33.7369569,rooftop,"645 Grant Street,Atlanta,GA,30312"
2,1/1/2018,NA,Quest Community Development,879,Rock Street,Atlanta,30314,Fulton,Adults 18+,Open Hand Atlanta,-84.416243,33.762514,rooftop,"879 Rock Street,Atlanta,GA,30314"
2,1/1/2018,NA,Raising Expectations,225,James P Brawley Dr NW,Atlanta,30314,Fulton,Teens 14-18,Open Hand Atlanta,-84.4123,33.7610162,rooftop,"225 James P Brawley Dr NW,Atlanta,GA,30314"
2,1/1/2018,NA,Pearson Farmer Market,89,89 Main St S,Pearson,31642,Atkinson,Adults 18+,Open Hand Atlanta,-82.8527564,31.2970464,range_interpolated,"89 Main St S,Pearson,GA,31642"
2,1/1/2018,NA,4H,636,636 E Austin Ave,Pearson,31642,Atkinson,kids 5-17,Open Hand Atlanta,-82.8425087,31.2926525,rooftop,"636 E Austin Ave,Pearson,GA,31642"
2,1/1/2018,NA,WIC Farmer Market,2747,2747 4th St,Brunswick,31520,Glynn,Adults 18+,Open Hand Atlanta,-81.4797309,31.1817103,rooftop,"2747 4th St,Brunswick,GA,31520"
2,1/1/2018,NA,WIC Farmer Market,1183,1183 Bultman Ave,Hinesville,31310,Liberty,Adults 18+,Open Hand Atlanta,-81.5939692,31.8701853,rooftop,"1183 Bultman Ave,Hinesville,GA,31310"
2,1/1/2018,NA,Senior Citizens Inc.,3025,3025 Bull St,Savannah,31405,Chatam,Adults 18+,Open Hand Atlanta,-81.1040784,32.0496152,rooftop,"3025 Bull St,Savannah,GA,31405"
2,1/1/2018,NA,Savannah's Children Museum,655,Louisville Rd,Savannah,31401,Chatam,kids 5-12,Open Hand Atlanta,-81.1015065,32.0754846,rooftop,"655 Louisville Rd,Savannah,GA,31401"
2,1/1/2018,NA,Waycross Housing Authority,1460,1460 N Augusta Ave,Waycross,31503,Wayne,kids 5-12,Open Hand Atlanta,-82.3845072,31.2339298,rooftop,"1460 N Augusta Ave,Waycross,GA,31503"
2,1/1/2018,NA,Veterans Empowerment Organization,373,373 West Lake Ave. NW,Atlanta,30318,Fulton,"Individuals, Families",Open Hand Atlanta,-84.4409887,33.7656298,range_interpolated,"373 West Lake Ave. NW,Atlanta,GA,30318"
2,1/1/2018,NA,Tattnall County Library,129,129 Tattnall St ,Reidville,30453,Tattnall,"Individuals, Families",Open Hand Atlanta,-82.1207784,32.0829342,rooftop,"129 Tattnall St ,Reidville,GA,30453"
2,1/1/2018,NA,Children’s Specialist Hospital- Memorial Health,4700,4700 Waters Avenue,Savannah,31404,Chatam,families,Open Hand Atlanta,-81.0894845,32.029986,rooftop,"4700 Waters Avenue,Savannah,GA,31404"
2,1/1/2018,NA,Community Assistance Center,1130,1130 Hightower Trail,Atlanta,30350 ,Fulton,NA,Open Hand Atlanta,-84.3501082,33.988329,rooftop,"1130 Hightower Trail,Atlanta,GA,30350 "
2,1/1/2018,NA,Caring Works,275,275 Washington St,Atlanta,30303,Fulton,Adults 18+,Open Hand Atlanta,-84.3911017,33.7472846,NA,"275 Washington St,Atlanta,GA,30303"
2,1/1/2018,NA,"Concerted Services Senior Center, Candler County",430,430 North Rountree St,Metter,30439,Candler,"Adults 18+, Families",Open Hand Atlanta,-82.0610067,32.4023391,range_interpolated,"430 North Rountree St,Metter,GA,30439"
2,1/1/2018,NA,"Concerted Services Senior Center, Tattnall County ",144,144 West Brazell St,Reidsville,30453,Tattnall,"Adults 18+, Families",Open Hand Atlanta,-82.1198972,32.0853314,range_interpolated,"144 West Brazell St,Reidsville,GA,30453"
2,1/1/2018,NA,Operation Peace,542,542 Boulevard NE,Atlanta,30308,Fulton,Teens 14-18,Open Hand Atlanta,-84.3722148,33.7690946,NA,"542 Boulevard NE,Atlanta,GA,30308"
2,1/1/2018,NA,Safe Harbor Children's Center,2215,2215 Gloucester Street,Brunswick,31520,Glynn,Teens 14-18,Open Hand Atlanta,-81.4828841,31.1527285,NA,"2215 Gloucester Street,Brunswick,GA,31520"
2,1/1/2018,NA,Allegre Point with Mercy Housing,3391,3391 Flat Shoals Road,Decatur,30032,DeKalb,Seniors,Open Hand Atlanta,-84.2754888,33.7044496,NA,"3391 Flat Shoals Road,Decatur,GA,30032"
2,1/1/2018,NA,Pierce County High School - Special Education Program,4850,"4850 County Farm Rd,",Blackshear,31516,Pierce,Teens 14-18,Open Hand Atlanta,-82.2163183,31.344334,rooftop,"4850 County Farm Rd,,Blackshear,GA,31516"
2,1/1/2018,NA,Making a Way House,377,Weschester Boulevard,Atlanta,30314,Fulton,Adults,Open Hand Atlanta,-84.452619,33.76552,rooftop,"377 Weschester Boulevard,Atlanta,GA,30314"
2,1/1/2018,NA,Family Support Circle,3893,Kensington Rd,Decatur,30032,DeKalb,Teens 14-18,Open Hand Atlanta,-84.2368359,33.7661596,rooftop,"3893 Kensington Rd,Decatur,GA,30032"
2,1/1/2018,NA,Decatur Housing Authority,750,Commerce Drive Suite 110,Decatur,30030,DeKalb,Adults,Open Hand Atlanta,-84.2937261,33.7782451,rooftop,"750 Commerce Drive Suite 110,Decatur,GA,30030"
2,1/1/2018,NA,CETPA  http://www.cetpa.org,4650,"4650 Jimmy Carter Blvd., Suite 113",Norcross,30093,Gwinett,kids and teens,Open Hand Atlanta,-84.1937515,33.8848653,rooftop,"4650 Jimmy Carter Blvd., Suite 113,Norcross,GA,30093"
2,1/1/2018,NA,Atlanta Neighborhood Development Partnership at DeLowe Village Housing Project,2360,Delowe Dr,East Point,30344,Fulton,families,Open Hand Atlanta,-84.456901,33.6906146,rooftop,"2360 Delowe Dr,East Point,GA,30344"
2,1/1/2018,NA,Center for Working Families,477,Windsor St SW,Atlanta,30312,Fulton,families,Open Hand Atlanta,-84.399713,33.7413728,rooftop,"477 Windsor St SW,Atlanta,GA,30312"
2,1/1/2018,NA,Pebblebrook High School- Family Program,991,Old Alabama Road,Mableton,30126,Cobb,teens 14-18 and Adults,Open Hand Atlanta,-84.5818547,33.8068817,rooftop,"991 Old Alabama Road,Mableton,GA,30126"
2,1/1/2018,NA,Enough to Share Food Pantry- Atlanta Masjid,560,Fayetteville Rd,Atlanta,30315,Fulton,Adults,Open Hand Atlanta,-84.3107345,33.7384493,rooftop,"560 Fayetteville Rd,Atlanta,GA,30315"
2,1/1/2018,NA,Unison Behavioral Health,310,Williams Street,Waycross,31501,Ware,Adults,Open Hand Atlanta,-82.3566433,31.2096824,rooftop,"310 Williams Street,Waycross,GA,31501"
2,1/1/2018,NA,Clay Elementary School,730,Boggs Rd,Mableton,30126,Cobb,Kids,Open Hand Atlanta,-84.5756065,33.8047899,rooftop,"730 Boggs Rd,Mableton,GA,30126"
2,1/1/2018,NA,Pearson Senior Center,75,Relihan Street,Pearson,31642,Atkinson,Adults,Open Hand Atlanta,-82.8451218,31.2920678,range_interpolated,"75 Relihan Street,Pearson,GA,31642"
2,1/1/2018,NA,Gasden Elementary School,919,May St,Savannah,31415,Chatam,Kids,Open Hand Atlanta,-81.1059573,32.0682071,rooftop,"919 May St,Savannah,GA,31415"
2,1/1/2018,NA,Prevent Child Abuse Habersham,122,Laurel Drive,Clarkesville,30523,Habersham,Families,Open Hand Atlanta,-83.5212388,34.6096459,rooftop,"122 Laurel Drive,Clarkesville,GA,30523"
2,1/1/2018,NA,Latin American Association- Family Services Program,2750,2750 Buford Hwy NE,Atlanta,30324,DeKalb/Fulton,Families,Open Hand Atlanta,-84.346071,33.8290248,NA,"2750 Buford Hwy NE,Atlanta,GA,30324"
2,1/1/2018,NA,College Park Housing Authority,2000,Princeton Ave,College Park,30337,Fulton,Adults,Open Hand Atlanta,-84.454278,33.6547391,range_interpolated,"2000 Princeton Ave,College Park,GA,30337"
2,1/1/2018,NA,Tift Tower,311,311 East Second Street,Tifton,31794,Tift,NA,Open Hand Atlanta,-83.5073507,31.454191,range_interpolated,"311 East Second Street,Tifton,GA,31794"
2,1/1/2018,NA,Butler Elementary School,1909,1909 Cynthia St,Savannah,31415,Chatam,Kids,Open Hand Atlanta,-81.1258744,32.0638979,rooftop,"1909 Cynthia St,Savannah,GA,31415"
