Agency_name,Project,Name_of_Lo,Street_Num,Address,City,Zipcode,County,Target_Aud,FullAdd,type,loctype,address_1,CD114FP,lon,lat
UGA,"Food Talk, Food Talk:Better U",Rollins Child Development,676,Henderson Dr.,Cartersville,30120,Bartow,Adults 18+,"676 Henderson Dr., Cartersville, GA 30120",premise,rooftop,"676 henderson dr, cartersville, ga 30120, usa",11,-84.8174524,34.1526443
UGA,NA,Cartersville Boys and Girls Clubs,642,Henderson Dr,Cartersville,30120,Bartow,NA,"642 Henderson Dr, Cartersville, GA 30120",premise,rooftop,"642 henderson dr, cartersville, ga 30120, usa",11,-84.8173767,34.1539515
UGA,NA,Cartersville Boys and Girls Clubs,642,Henderson Dr,Cartersville,30120,Bartow,Adults 18+,"642 Henderson Dr, Cartersville, GA 30120",premise,rooftop,"642 henderson dr, cartersville, ga 30120, usa",11,-84.8173767,34.1539515
UGA,NA,Bartow Extension Office,320,W. Cherokee Ave.,Cartersville,30120,Bartow,NA,"320 W. Cherokee Ave., Cartersville, GA 30120",premise,rooftop,"320 w cherokee ave, cartersville, ga 30120, usa",11,-84.8049945,34.1648014
UGA,NA,Ascension Episcopal Church,205,W. Cherokee Ave,Cartersville,30120,Bartow,NA,"205 W. Cherokee Ave, Cartersville, GA 30120",premise,rooftop,"205 w cherokee ave, cartersville, ga 30120, usa",11,-84.8010164,34.1655814
UGA,NA,Episcopal Food Pantry,205,W. Cherokee Ave.,Cartersville,30120,Bartow,NA,"205 W. Cherokee Ave., Cartersville, GA 30120",premise,rooftop,"205 w cherokee ave, cartersville, ga 30120, usa",11,-84.8010164,34.1655814
UGA,NA,Episcopal Food Pantry,205,W. Cherokee Ave.,Cartersville,30120,Bartow,NA,"205 W. Cherokee Ave., Cartersville, GA 30120",premise,rooftop,"205 w cherokee ave, cartersville, ga 30120, usa",11,-84.8010164,34.1655814
UGA,"Food Talk, Food Talk:Better U",Episcopal Food Pantry,205,W. Cherokee Ave.,Cartersville,30120,Bartow,Adults 18+,"205 W. Cherokee Ave., Cartersville, GA 30120",premise,rooftop,"205 w cherokee ave, cartersville, ga 30120, usa",11,-84.8010164,34.1655814
UGA,NA,Bartow Family Resources,200,Leake St.,Cartersville,30120,Bartow,NA,"200 Leake St., Cartersville, GA 30120",street_address,rooftop,"200 leake st, cartersville, ga 30120, usa",11,-84.8003137,34.1620161
UGA,NA,Bartow Family Resources - Cartersville,200,Leake Street,Cartersville,30120,Bartow,NA,"200 Leake Street, Cartersville, GA 30120",street_address,rooftop,"200 leake st, cartersville, ga 30120, usa",11,-84.8003137,34.1620161
UGA,"Food Talk, Food Talk:Better U",Bartow Family Resources,200,Leake St.,Cartersville,30120,Bartow,Adults 18+,"200 Leake St., Cartersville, GA 30120",street_address,rooftop,"200 leake st, cartersville, ga 30120, usa",11,-84.8003137,34.1620161
UGA,NA,Sam Jones Methodist,100,W. Church Street,Cartersville,30120,Bartow,NA,"100 W. Church Street, Cartersville, GA 30120",premise,rooftop,"100 w church st, cartersville, ga 30120, usa",11,-84.7982909,34.1667006
UGA,NA,Paxen,121,E. Felton Rd.,Cartersville,30120,Bartow,NA,"121 E. Felton Rd., Cartersville, GA 30120",street_address,rooftop,"121 e felton rd, cartersville, ga 30120, usa",11,-84.7944615,34.1963057
UGA,"Food Talk, Food Talk:Better U",Paxen,121,E. Felton Rd.,Cartersville,30120,Bartow,Adults 18+,"121 E. Felton Rd., Cartersville, GA 30120",street_address,rooftop,"121 e felton rd, cartersville, ga 30120, usa",11,-84.7944615,34.1963057
UGA,NA,Tabernacle Baptist Church,112,E. Church Street,Cartersville,30120,Bartow,NA,"112 E. Church Street, Cartersville, GA 30120",street_address,rooftop,"112 e church st, cartersville, ga 30120, usa",11,-84.794001,34.167819
UGA,"Food Talk, Food Talk:Better U",Bartow Headstart,15,Felton Place St.,Cartersville,30121,Bartow,Adults 18+,"15 Felton Place St., Cartersville, GA 30121",street_address,range_interpolated,"15 felton pl, cartersville, ga 30120, usa",11,-84.7927993,34.1952139
UGA,NA,Macedonia Baptist Church,521,M.L.K. Jr. Drive,Cartersville,30120,Bartow,NA,"521 M.L.K. Jr. Drive, Cartersville, GA 30120",street_address,range_interpolated,"521 m.l.k. jr dr, cartersville, ga 30120, usa",11,-84.7884347,34.176249
UGA,NA,Headstart,15,"Felton Place, Cartersville, GA 30121",Cartersville,30121,Bartow,NA,"15 Felton Place, Cartersville, GA 30121, Cartersville, GA 30121",street_address,range_interpolated,"15 felton st, cartersville, ga 30120, usa",11,-84.7866487,34.1774029
UGA,"Food Talk, Food Talk:Better U",The Cove,15,Liberty Square Dr.,Cartersville,30121,Bartow,Adults 18+,"15 Liberty Square Dr., Cartersville, GA 30121",street_address,range_interpolated,"15 liberty square dr ne, cartersville, ga 30121, usa",11,-84.7823845,34.2143327
UGA,NA,The Cove,90,Liberty Square Drive,Cartersville,30121,Bartow,NA,"90 Liberty Square Drive, Cartersville, GA 30121",street_address,rooftop,"90 liberty square dr ne, cartersville, ga 30121, usa",11,-84.7823536,34.2144228
UGA,NA,The Cove low-income housing complex,90,"Liberty Square Dr. NE, Cartersville, GA 30121",Cartersville,30121,Bartow,NA,"90 Liberty Square Dr. NE, Cartersville, GA 30121, Cartersville, GA 30121",establishment,rooftop,"90 liberty square dr ne, cartersville, ga 30121, usa",11,-84.7823536,34.2144228
UGA,NA,Zena Drive Senior Center,102,Zena Drive,Cartersville,30121,Bartow,NA,"102 Zena Drive, Cartersville, GA 30121",street_address,rooftop,"102 zena dr, cartersville, ga 30121, usa",11,-84.778137,34.191638
UGA,NA,Zena Senior Center,102,Zena Dr.,Cartersville,30120,Bartow,NA,"102 Zena Dr., Cartersville, GA 30120",street_address,rooftop,"102 zena dr, cartersville, ga 30121, usa",11,-84.778137,34.191638
UGA,NA,Highland Rivers Health,350,Joe Frank Harris Pkwy SE,Cartersville,30120,Bartow,NA,"350 Joe Frank Harris Pkwy SE, Cartersville, GA 30120",street_address,rooftop,"350 joe frank harris pkwy se, cartersville, ga 30120, usa",11,-84.7511761,34.128173
UGA,NA,Allatoona Resources Center,6503,"Glade Road, SE, Acworth, GA 30101",Acworth,30101,Bartow,NA,"6503 Glade Road, SE, Acworth, GA 30101, Acworth, GA 30101",street_address,range_interpolated,"6503 acworth dallas rd nw, acworth, ga 30101, usa",11,-84.7240511,34.0620481
UGA,NA,Allatoona Resource Center,6503,Glade Road,Acworth,30102,Bartow,NA,"6503 Glade Road, Acworth, GA 30102",street_address,rooftop,"6503 glade rd se, acworth, ga 30102, usa",11,-84.681162,34.1137254
UGA,"Food Talk, Food Talk:Better U",Allatoona Resource Center,6503,Glade Rd. SE,Acworth,30101,Bartow,Adults 18+,"6503 Glade Rd. SE, Acworth, GA 30101",street_address,rooftop,"6503 glade rd se, acworth, ga 30102, usa",11,-84.681162,34.1137254
Open Hand Atlanta,NA,Marietta High School,1171,Whitlock Ave NW,Marietta,30064,Cobb,NA,"1171 Whitlock Ave NW, Marietta, GA 30064",street_address,rooftop,"1171 whitlock ave nw, marietta, ga 30064, usa",11,-84.5860392,33.9484012
Open Hand Atlanta,NA,Cobb Senior Center,1150,1150 Powder Springs,Marietta,30064,Cobb,NA,"1150 1150 Powder Springs, Marietta, GA 30064",street_address,rooftop,"1150 powder springs st, marietta, ga 30064, usa",11,-84.5741597,33.9262739
Open Hand Atlanta,NA,Osborne High School,2451,Favor Road SW,Marietta,30060,Cobb,NA,"2451 Favor Road SW, Marietta, GA 30060",street_address,rooftop,"2451 favor rd sw, marietta, ga 30060, usa",11,-84.5657108,33.8914744
Open Hand Atlanta,Cooking Matters for Teens,Osborne High School,2451,Favor Road SW,Marietta,30060,Cobb,Teens,"2451 Favor Road SW, Marietta, GA 30060",street_address,rooftop,"2451 favor rd sw, marietta, ga 30060, usa",11,-84.5657108,33.8914744
Open Hand Atlanta,NA,Ready for Work- Cobb County Drug Court,32,Waddell Street,Marietta,30090,Cobb,NA,"32 Waddell Street, Marietta, GA 30090",premise,rooftop,"32 waddell st se, marietta, ga 30090, usa",11,-84.5478063,33.9524779
Open Hand Atlanta,NA,Ready for Work- Cobb County Drug Court,32,Waddell Street,Marietta,30090,Cobb,Adults 18+,"32 Waddell Street, Marietta, GA 30090",premise,rooftop,"32 waddell st se, marietta, ga 30090, usa",11,-84.5478063,33.9524779
HealthMPowers,NA,Cobb/Allgood Head Start Pre-K (Ninth District),461,Allgood Rd NE,Marietta,30060,Cobb,NA,"461 Allgood Rd NE, Marietta, GA 30060",street_address,rooftop,"461 allgood rd ne, marietta, ga 30060, usa",11,-84.5397248,33.9628011
HealthMPowers,Child Care,Cobb/Allgood Head Start Pre-K (Ninth District),461,Allgood Rd NE,Marietta,30060,Cobb,5 yrs >,"461 Allgood Rd NE, Marietta, GA 30060",street_address,rooftop,"461 allgood rd ne, marietta, ga 30060, usa",11,-84.5397248,33.9628011
HealthMPowers,NA,Anderson Club,529,Manget Street,Marietta,30060,Cobb,NA,"529 Manget Street, Marietta, GA 30060",street_address,rooftop,"529 manget st se, marietta, ga 30060, usa",11,-84.5391233,33.9396844
HealthMPowers,after school,Anderson Club,529,Manget Street,Marietta,30060,Cobb,18-May,"529 Manget Street, Marietta, GA 30060",street_address,rooftop,"529 manget st se, marietta, ga 30060, usa",11,-84.5391233,33.9396844
Open Hand Atlanta,NA,Davis Direction Foundation,32,N Fairground Street NE,Marietta,30060,Cobb,NA,"32 N Fairground Street NE, Marietta, GA 30060",premise,rooftop,"32 fairground st ne, marietta, ga 30060, usa",11,-84.5353855,33.9514757
Open Hand Atlanta,NA,Davis Direction Foundation,32,N Fairground Street NE,Marietta,30060,Cobb,NA,"32 N Fairground Street NE, Marietta, GA 30060",premise,rooftop,"32 fairground st ne, marietta, ga 30060, usa",11,-84.5353855,33.9514757
HealthMPowers,Child Care,Bright Beginnings ,782,Franklin Road,Marietta,30067,Cobb,5 yrs >,"782 Franklin Road, Marietta, GA 30067",premise,rooftop,"782 franklin gateway se, marietta, ga 30067, usa",11,-84.5006809,33.9324783
HealthMPowers,Middle School,Campbell MS,3295,Atlanta Road SE,Smyrna,30080,Cobb,8-Jun,"3295 Atlanta Road SE, Smyrna, GA 30080",street_address,rooftop,"3295 atlanta rd se, smyrna, ga 30080, usa",11,-84.4980115,33.8729594
HealthMPowers,NA,Mimms Club,1082,Univeter Road,Canton,30115,Cherokee,NA,"1082 Univeter Road, Canton, GA 30115",street_address,rooftop,"1082 univeter rd, canton, ga 30115, usa",11,-84.4943127,34.1931246
HealthMPowers,after school,Mimms Club,1082,Univeter Road,Canton,30115,Cherokee,18-May,"1082 Univeter Road, Canton, GA 30115",street_address,rooftop,"1082 univeter rd, canton, ga 30115, usa",11,-84.4943127,34.1931246
HealthMPowers,NA,Ralph Bunche preschool / Head Start Center classrooms,400,400 Belletta Drive,Canton,30114,Cherokee,NA,"400 400 Belletta Drive, Canton, GA 30114",street_address,rooftop,"400 belletta dr, canton, ga 30114, usa",11,-84.4887824,34.2602521
HealthMPowers,Child Care,Cherokee County/Ralph Bunche preschool,400,Belletta Drive,Canton,30114,Cherokee,5 yrs >,"400 Belletta Drive, Canton, GA 30114",street_address,rooftop,"400 belletta dr, canton, ga 30114, usa",11,-84.4887824,34.2602521
Open Hand Atlanta,NA,Piedmont Rd. Highrise- Atlanta Housing Authority,3601,Piedmont Rd. NE,Atlanta,30305,Fulton,NA,"3601 Piedmont Rd. NE, Atlanta, GA 30305",premise,rooftop,"3601 piedmont rd ne, atlanta, ga 30305, usa",11,-84.3807488,33.8531001
Open Hand Atlanta,NA,Clinch County Senior Citizen Center,101,S. College St. #C,Homerville,31634,Clinch,NA,"101 S. College St. #C, Homerville, GA 31634",street_address,rooftop,"101 s college st, charlotte, nc 28202, usa",1,-82.750177,31.034281
HealthMPowers,NA,Bacon County HS/EHS,305,S Baker Street,Alma,31510,Bacon,NA,"305 S Baker Street, Alma, GA 31510",street_address,rooftop,"305 s baker st, alma, ga 31510, usa",1,-82.4564291,31.5392266
HealthMPowers,NA,ABC Child Development Center with Head Start Classroom,305,South Baker Street,Alma,31510,Bacon,NA,"305 South Baker Street, Alma, GA 31510",street_address,rooftop,"305 s baker st, alma, ga 31510, usa",1,-82.4564291,31.5392266
HealthMPowers,Child Care,ABC Child Development Center with Head Start Classroom,305,South Baker Street,Alma,31510,Bacon,5 yrs >,"305 South Baker Street, Alma, GA 31510",street_address,rooftop,"305 s baker st, alma, ga 31510, usa",1,-82.4564291,31.5392266
DPH,NA,Ware County Middle School,2301,Cherokee Street,Waycross,31503,Ware,NA,"2301 Cherokee Street, Waycross, GA 31503",street_address,rooftop,"2301 cherokee st, waycross, ga 31503, usa",1,-82.3946609,31.2338453
DPH,Community Garden & Pick It Try It,Ware County Middle School,2301,Cherokee Street,Waycross,31503,Ware,Familes and 18+; SNAP- eligible,"2301 Cherokee Street, Waycross, GA 31503",street_address,rooftop,"2301 cherokee st, waycross, ga 31503, usa",1,-82.3946609,31.2338453
Open Hand Atlanta,NA,Waycross Housing Authority,1460,1460 N Augusta Ave,Waycross,31503,Wayne,NA,"1460 1460 N Augusta Ave, Waycross, GA 31503",street_address,rooftop,"1460 n augusta ave, waycross, ga 31503, usa",1,-82.3845072,31.2339298
Open Hand Atlanta,NA,Waycross Housing Authority,1460,1460 N Augusta Ave,Waycross,31503,Wayne,kids 5-12,"1460 1460 N Augusta Ave, Waycross, GA 31503",street_address,rooftop,"1460 n augusta ave, waycross, ga 31503, usa",1,-82.3845072,31.2339298
HealthMPowers,NA,Waycross Head Start,1235,McDonald Street,Waycross,31501,Ware,NA,"1235 McDonald Street, Waycross, GA 31501",street_address,rooftop,"1235 mcdonald st, waycross, ga 31501, usa",1,-82.3583361,31.2236115
Open Hand Atlanta,NA,Unison Behavioral Health,310,Williams Street,Waycross,31501,Ware,NA,"310 Williams Street, Waycross, GA 31501",premise,rooftop,"310 williams st, waycross, ga 31501, usa",1,-82.3566433,31.2096824
Open Hand Atlanta,NA,Unison Behavioral Health,310,Williams Street,Waycross,31501,Ware,Adults,"310 Williams Street, Waycross, GA 31501",premise,rooftop,"310 williams st, waycross, ga 31501, usa",1,-82.3566433,31.2096824
DPH,NA,Center Elementary School (Heritage Gardens of Tattnall),2114,Dorothy Street,Waycross,31501,Ware,NA,"2114 Dorothy Street, Waycross, GA 31501",street_address,rooftop,"2114 dorothy st, waycross, ga 31501, usa",1,-82.3555784,31.237112
DPH,Worksite & Harvest of the Month,Concerted Services,2100,Riverside Avenue,Waycross,31501,Ware,18+; SNAP- eligible,"2100 Riverside Avenue, Waycross, GA 31501",street_address,rooftop,"2100 riverside ave, waycross, ga 31501, usa",1,-82.3532187,31.2380894
DPH,NA,Concerted Services,2100,Riverside Avenue,Waycross,31501,Ware,NA,"2100 Riverside Avenue, Waycross, GA 31501",street_address,rooftop,"2100 riverside ave, waycross, ga 31501, usa",1,-82.3532187,31.2380894
Open Hand Atlanta,NA,Magnolia House,1601,"Alice St, Ste A",Waycross,31502,Ware,NA,"1601 Alice St, Ste A, Waycross, GA 31502",subpremise,rooftop,"1601 alice st a, waycross, ga 31501, usa",1,-82.3492475,31.2224494
Open Hand Atlanta,NA,Magnolia House,1601,"Alice St, Ste A",Waycross,31502,Ware,"Families, Adults","1601 Alice St, Ste A, Waycross, GA 31502",subpremise,rooftop,"1601 alice st a, waycross, ga 31501, usa",1,-82.3492475,31.2224494
DPH,NA,Childer's Family YMCA,1634,Plant Avenue,Waycross,31501,Ware,NA,"1634 Plant Avenue, Waycross, GA 31501",premise,rooftop,"1634 plant avenue extension, waycross, ga 31501, usa",1,-82.3456183,31.2210543
DPH,Worksite & Harvest of the Month,Childer's Family YMCA,1634,Plant Avenue,Waycross,31501,Ware,18+; SNAP- eligible,"1634 Plant Avenue, Waycross, GA 31501",premise,rooftop,"1634 plant avenue extension, waycross, ga 31501, usa",1,-82.3456183,31.2210543
HealthMPowers,NA,Hazzard Hill Early Head Start,1403,Pendergast Street Suite A,Waycross,31501,Ware,NA,"1403 Pendergast Street Suite A, Waycross, GA 31501",subpremise,rooftop,"1403 pendergast st a, waycross, ga 31501, usa",1,-82.3427449,31.2072935
DPH,NA,Waycross Middle School,700,Central Avenue,Waycross,31501,Ware,NA,"700 Central Avenue, Waycross, GA 31501",street_address,rooftop,"700 central ave, waycross, ga 31501, usa",1,-82.340378,31.2136321
DPH,Community Garden & Pick It Try It,Waycross Middle School,700,Central Avenue,Waycross,31501,Ware,Familes and 18+; SNAP- eligible,"700 Central Avenue, Waycross, GA 31501",street_address,rooftop,"700 central ave, waycross, ga 31501, usa",1,-82.340378,31.2136321
HealthMPowers,NA,Pierce County Head Start,619,Grady Street,Blackshear,31516,Pierce,NA,"619 Grady Street, Blackshear, GA 31516",street_address,rooftop,"619 grady st, blackshear, ga 31516, usa",1,-82.2467688,31.3099921
Open Hand Atlanta,NA,Pierce County High School,4850,4850 County Farm Rd,Blackshear,31516,Pierce,NA,"4850 4850 County Farm Rd, Blackshear, GA 31516",street_address,rooftop,"4850 county farm rd, blackshear, ga 31516, usa",1,-82.2163183,31.344334
Open Hand Atlanta,NA,Pierce County High School - Special Education Program,4850,"4850 County Farm Rd,",Blackshear,31516,Pierce,Teens 14-18,"4850 4850 County Farm Rd,, Blackshear, GA 31516",street_address,rooftop,"4850 county farm rd, blackshear, ga 31516, usa",1,-82.2163183,31.344334
HealthMPowers,NA,Odum ES,322,Walter St,Odum,31555,Wayne County,NA,"322 Walter St, Odum, GA 31555",street_address,range_interpolated,"322 walter st, odum, ga 31555, usa",1,-82.0296859,31.6685237
HealthMPowers,NA,Brantley County Head Start,125,Bryan Street,Nahunta,31553,Brantley,NA,"125 Bryan Street, Nahunta, GA 31553",street_address,range_interpolated,"125 bryan st, nahunta, ga 31553, usa",1,-81.9795284,31.2036389
HealthMPowers,NA,Wayne County HS,1,Jacket Drive,Jesup,31545,Wayne,NA,"1 Jacket Drive, Jesup, GA 31545",premise,rooftop,"1 jacket dr, jesup, ga 31545, usa",1,-81.9188662,31.6173256
HealthMPowers,High School,Wayne County HS,1,Jacket Dr.,Jesup,31545,Wayne,12-Sep,"1 Jacket Dr., Jesup, GA 31545",premise,rooftop,"1 jacket dr, jesup, ga 31545, usa",1,-81.9188662,31.6173256
HealthMPowers,NA,Martha Puckett Middle School,475,Durrence Rd.,Jesup,31545,Wayne,NA,"475 Durrence Rd., Jesup, GA 31545",street_address,rooftop,"475 durrence rd, jesup, ga 31545, usa",1,-81.9151453,31.6167162
HealthMPowers,Middle School,Martha Puckett Middle School,475,Durrence Rd,Jesup,31545,Wayne,8-Jun,"475 Durrence Rd, Jesup, GA 31545",street_address,rooftop,"475 durrence rd, jesup, ga 31545, usa",1,-81.9151453,31.6167162
HealthMPowers,NA,Bacon ES,1425,W Orange St,Jesup,31545,Wayne County,NA,"1425 W Orange St, Jesup, GA 31545",street_address,rooftop,"1425 w orange st, jesup, ga 31545, usa",1,-81.9028165,31.6164629
HealthMPowers,NA,Martha Rawls Smith ES,710,W Pine St,Jesup,31545,Wayne County,NA,"710 W Pine St, Jesup, GA 31545",street_address,range_interpolated,"710 w pine st, jesup, ga 31545, usa",1,-81.8885682,31.6138228
HealthMPowers,NA,Jesup ES,1155,U.S. Hwy 301 South,Jesup,31546,Wayne County,NA,"1155 U.S. Hwy 301 South, Jesup, GA 31546",street_address,range_interpolated,"1155 us-301, jesup, ga 31546, usa",1,-81.8786267,31.5815634
Open Hand Atlanta,NA,Caring Works,275,Washington St,Atlanta,30303,Fulton,NA,"275 Washington St, Atlanta, GA 30303",premise,rooftop,"275 washington st sw, atlanta, ga 30303, usa",5,-84.3910234,33.7472279
Open Hand Atlanta,NA,Liberty Early Head Start,200,Brantley Drive,Hinesville,31313,Liberty,NA,"200 Brantley Drive, Hinesville, GA 31313",premise,rooftop,"200 brantley dr, hinesville, ga 31313, usa",1,-81.5987748,31.8230901
Open Hand Atlanta,NA,Liberty Early Head Start,200,Brantley Drive,Hinesville,31313,Liberty,Adults,"200 Brantley Drive, Hinesville, GA 31313",premise,rooftop,"200 brantley dr, hinesville, ga 31313, usa",1,-81.5987748,31.8230901
Open Hand Atlanta,NA,WIC Farmer Market,1183,1183 Bultman Ave,Hinesville,31310,Liberty,NA,"1183 1183 Bultman Ave, Hinesville, GA 31310",establishment,rooftop,"1183 bultman ave, hinesville, ga 31310, usa",1,-81.5939692,31.8701853
Open Hand Atlanta,NA,WIC Farmer Market,1183,1183 Bultman Ave,Hinesville,31310,Liberty,Adults 18+,"1183 1183 Bultman Ave, Hinesville, GA 31310",establishment,rooftop,"1183 bultman ave, hinesville, ga 31310, usa",1,-81.5939692,31.8701853
Open Hand Atlanta,NA,Latin American Association,2750,Buford Highway NE,Atlanta,30324,DeKalb,NA,"2750 Buford Highway NE, Atlanta, GA 30324",premise,rooftop,"2750 buford hwy ne, atlanta, ga 30324, usa",5,-84.3460571,33.8290611
Open Hand Atlanta,NA,WIC Farmer Market,2747,2747 4th St,Brunswick,31520,Glynn,NA,"2747 2747 4th St, Brunswick, GA 31520",street_address,rooftop,"2747 4th st, brunswick, ga 31520, usa",1,-81.4797309,31.1817103
Open Hand Atlanta,NA,WIC Farmer Market,2747,2747 4th St,Brunswick,31520,Glynn,Adults 18+,"2747 2747 4th St, Brunswick, GA 31520",street_address,rooftop,"2747 4th st, brunswick, ga 31520, usa",1,-81.4797309,31.1817103
DPH,NA,"Coastal Georgia Area Community Action Authority, Inc.",1,Community Action Drive,Brunswick,31520,Camden,NA,"1 Community Action Drive, Brunswick, GA 31520",street_address,rooftop,"1 community action dr, brunswick, ga 31520, usa",1,-81.4787345,31.1821101
HealthMPowers,Child Care,Glynn County Head Start Program,1,One Community Action Drive Ste. D,Brunswick,31520,Glynn,5 yrs >,"1 One Community Action Drive Ste. D, Brunswick, GA 31520",subpremise,rooftop,"1 community action dr d, brunswick, ga 31520, usa",1,-81.4787345,31.1821101
HealthMPowers,Child Care,McIntosh Head Start,1,One Community Action Drive Ste. D,Brunswick,31520,Glynn,5 yrs >,"1 One Community Action Drive Ste. D, Brunswick, GA 31520",subpremise,rooftop,"1 community action dr d, brunswick, ga 31520, usa",1,-81.4787345,31.1821101
HealthMPowers,Child Care,Brunswick,419,Benedict Rd.,Glynn County Head Start,31520,Glynn,5 yrs >,"419 Benedict Rd., Glynn County Head Start, GA 31520",establishment,rooftop,"1 community action dr # b, brunswick, ga 31520, usa",1,-81.4787345,31.1821101
DPH,Worksite & Harvest of the Month,"Coastal Georgia Area Community Action Authority, Inc.",1,Community Action Drive,Brunswick,31520,Camden,18+; SNAP- eligible,"1 Community Action Drive, Brunswick, GA 31520",street_address,rooftop,"1 community action dr, brunswick, ga 31520, usa",1,-81.4787345,31.1821101
HealthMPowers,Child Care,Liberty County Head Start,9099,E.B. Cooper,Liberty,31320,Liberty,5 yrs >,"9099 E.B. Cooper, Liberty, GA 31320",street_address,range_interpolated,"9099 e b cooper hwy, riceboro, ga 31323, usa",1,-81.4628001,31.747497
HealthMPowers,NA,Waldo Pafford ES,600,Edgewater Dr,Midway,31320,Liberty,NA,"600 Edgewater Dr, Midway, GA 31320",street_address,range_interpolated,"600 edgewater dr, midway, ga 31320, usa",1,-81.4528176,31.806147
HealthMPowers,NA,Southwest Middle School [COMMUNITY],6030,Ogeechee Road,Savannah,31419,Chatham,NA,"6030 Ogeechee Road, Savannah, GA 31419",street_address,rooftop,"6030 ogeechee rd, savannah, ga 31419, usa",1,-81.263368,31.998288
HealthMPowers,NA,Southwest ES,6020,Ogeechee Rd,Savannah,31419,Chatham,NA,"6020 Ogeechee Rd, Savannah, GA 31419",street_address,rooftop,"6020 ogeechee rd, savannah, ga 31419, usa",1,-81.262388,32.000048
HealthMPowers,Elem,Southwest ES,6020,Ogeechee Rd,Savannah,31419,Savannah,K-5,"6020 Ogeechee Rd, Savannah, GA 31419",street_address,rooftop,"6020 ogeechee rd, savannah, ga 31419, usa",1,-81.262388,32.000048
HealthMPowers,NA,Pooler ES,308,Holly Ave,Pooler,31322,Chatham,NA,"308 Holly Ave, Pooler, GA 31322",premise,rooftop,"308 holly ave, pooler, ga 31322, usa",1,-81.2520844,32.1211169
HealthMPowers,Elem,Pooler ES,308,Holly Ave,Pooler,31322,Chatham,K-5,"308 Holly Ave, Pooler, GA 31322",premise,rooftop,"308 holly ave, pooler, ga 31322, usa",1,-81.2520844,32.1211169
HealthMPowers,Middle School,Rice Creek (6-8),100,Mulberry Ave,Port Wentworth,31407,Chatham,8-Jun,"100 Mulberry Ave, Port Wentworth, GA 31407",establishment,rooftop,"100 mulberry ave, port wentworth, ga 31407, usa",1,-81.1944885,32.2188489
HealthMPowers,NA,Rice Creek ES,100,Mulberry Ave,Port Wentworth,31407,Chatham,NA,"100 Mulberry Ave, Port Wentworth, GA 31407",establishment,rooftop,"100 mulberry ave, port wentworth, ga 31407, usa",1,-81.1944885,32.2188489
HealthMPowers,Elem,Rice Creek (3-5),100,Mulberry Ave,Port Wentworth,31407,Chatham,5-Mar,"100 Mulberry Ave, Port Wentworth, GA 31407",establishment,rooftop,"100 mulberry ave, port wentworth, ga 31407, usa",1,-81.1944885,32.2188489
Open Hand Atlanta,NA,Mercer Middle School,201,201 Rommel Ave.,Savannah,31408,Chatham,NA,"201 201 Rommel Ave., Savannah, GA 31408",street_address,range_interpolated,"201 rommel ave, garden city, ga 31408, usa",1,-81.1613518,32.1121146
Open Hand Atlanta,Cooking Matters for Teens,Mercer Middle School,201,201 Rommel Ave.,Savannah,31408,Chatham,Teens,"201 201 Rommel Ave., Savannah, GA 31408",street_address,range_interpolated,"201 rommel ave, garden city, ga 31408, usa",1,-81.1613518,32.1121146
HealthMPowers,Elem,Port Wentworth (K-2),507,S Coastal Hwy,Port Wentworth,31407,Chatham,K-2,"507 S Coastal Hwy, Port Wentworth, GA 31407",street_address,rooftop,"507 s coastal hwy, savannah, ga 31407, usa",1,-81.1588403,32.1416363
HealthMPowers,Child Care,Port Wentworth Elementary,507,South Coastal Highway,Port Wentworth,31407,Chatham,5 yrs >,"507 South Coastal Highway, Port Wentworth, GA 31407",street_address,rooftop,"507 s coastal hwy, savannah, ga 31407, usa",1,-81.1588403,32.1416363
DPH,NA,Robert W. Groves High School,100,Wheathill Road,Savannah,31408,Chatham,NA,"100 Wheathill Road, Savannah, GA 31408",establishment,rooftop,"100 wheathill rd, garden city, ga 31408, usa",1,-81.1566727,32.1073449
DPH,Community Garden & Pick It Try It,Robert W. Groves High School,100,Wheathill Road,Savannah,31408,Chatham,Familes and 18+; SNAP- eligible,"100 Wheathill Road, Savannah, GA 31408",establishment,rooftop,"100 wheathill rd, garden city, ga 31408, usa",1,-81.1566727,32.1073449
HealthMPowers,NA,Pulaski ES,1001,Tibet Ave,Savannah,31419,Chatham,NA,"1001 Tibet Ave, Savannah, GA 31419",street_address,rooftop,"1001 tibet ave, savannah, ga 31419, usa",1,-81.1555409,31.9968896
HealthMPowers,NA,El Cheapo,825,Tibet Ave,Savannah,31419,Chatham,NA,"825 Tibet Ave, Savannah, GA 31419",street_address,rooftop,"825 tibet ave, savannah, ga 31406, usa",1,-81.149951,31.995561
HealthMPowers,NA,Windsor Forest ES,414,Briarcliff Cir,Savannah,31419,Chatham,NA,"414 Briarcliff Cir, Savannah, GA 31419",street_address,rooftop,"414 briarcliff cir, savannah, ga 31419, usa",1,-81.1434636,31.9748371
HealthMPowers,Elem,Windsor Forest ES,414,Briar Cliff Circle,Savannah,31419,Chatham,K-5,"414 Briar Cliff Circle, Savannah, GA 31419",street_address,rooftop,"414 briarcliff cir, savannah, ga 31419, usa",1,-81.1434636,31.9748371
